artist.hotttnesss,artist.name,duration,end_of_fade_in,familiarity,key,loudness,mode,release.id,release.name,tempo,terms,time_signature,title,year
0.349912612,Tim Wilson,186.48771,1.083,0.459797129,5,-4.516,1,160881,The Real Twang Thang,90.022,filk,1,I Think My Wife Is Running Around On Me (Taco Hell),2005
0.379671125,Willie Bobo,168.25424,0.2,0.588827101,8,-9.616,1,59744,Willie Bobo's Finest Hour,127.025,latin jazz,4,Spanish Grease,1997
0.299230368,Faye Adams,156.39465,0.562,0.396455254,8,-18.051,1,373723,Shake A Hand,95.957,jump blues,3,Crazy Mixed Up World,1961
0.416173065,Terry Callier,342.56934,0.063,0.706827671,6,-11.939,1,228326,Occasional Rain,110.189,soul jazz,3,Do You Finally Need A Friend,1972
0.452789477,John Wesley,484.62322,28.172,0.560557984,4,-15.335,0,463514,The Emperor Falls,138.007,disco,4,The Emperor Falls,0
0.418216518,The Shangri-Las,164.80608,0,0.640807102,10,-10.922,1,643400,Best of The Shangri-Las,130.1,doo-wop,1,Twist and Shout,1964
0.384611084,Billie Jo Spears,133.32853,0,0.523714637,4,-9.983,1,663761,20 Of Her Best,160.839,classic country,1,It Makes No Difference Now,1992
0.426317956,Mike Jones (Featuring CJ_ Mello & Lil' Bran),173.66159,0,0.79360508,7,-7.762,1,12882,Who Is Mike Jones?,41.993,rap,1,Laws Patrolling (Album Version),0
0.392733676,Sierra Maestra,313.12934,0,0.501544777,9,-9.512,1,270281,Tibiri Tabara,189.646,charanga,3,A?DA3nde va Chichi?,1997
0.488019842,Butthole Surfers,450.84689,0.467,0.809323793,4,-9.063,0,244586,Piouhgd + Widowermaker!,130.586,noise rock,4,"Barking Dogs (From ""Piouhgd"")",0
0.41168896,Despina Vandi,303.09832,0.067,0.632559542,8,-8.879,0,157648,Profities,128.292,dance pop,4,OUTE ENA EFHARISTO,0
0.382651971,Javier Navarrete,128.83546,0,0.597541218,3,-17.699,1,644631,Cracks,90.932,orchestra,3,Midnight Swim,0
0.294861262,Jacob Young,456.30649,0.241,0.495445922,1,-19.478,1,730551,Pieces Of Time,89.667,cool jazz,4,In A Subtle Way,0
0.393121934,Scarlet's Remains,198.73914,0,0.527865076,7,-7.469,1,709879,The Palest Grey,115.061,gothic metal,4,Spin,2007
0.467538444,The Suicide Machines,95.68608,0,0.668674533,2,-2.022,1,706005,A Match & Some Gasoline,115.887,ska punk,4,Burning In The Aftermath,2003
0.735765693,The Rolling Stones,271.49016,0.171,0.814829656,9,-10.358,0,42595,Jump Back - The Best Of The Rolling Stones_ '71-'93,139.333,blues,1,Angie (1993 Digital Remaster),0
0.350078579,Roberto Torres,226.66404,0.311,0.482356043,0,-12.716,1,782470,Lo Mejor con La Orq. Broadway,117.271,salsa,4,Sabor Guajiro,0
0.442765842,Loudon Wainwright III,190.48444,0.258,0.661080168,3,-15.663,1,28723,Grown Man,102.428,modern rock,4,Human Cannonball,1995
0.466628889,R.L. Burnside,277.78567,0.24,0.701180874,2,-6.944,1,557761,A Bothered Mind,89.984,delta blues,4,Glory Be,2004
0.544257506,Stevie Ray Vaughan,248.78975,0.183,0.73379894,1,-7.805,1,417945,Greatest Hits,116.721,texas blues,4,Crossfire,1992
0.452817838,John Hammond,195.3171,0,0.590692918,7,-10.7,1,575531,Bluesman,123.142,blues,4,I Can't Be Satisfied,2002
0.394217199,Casiotone For The Painfully Alone,175.72526,0.734,0.665322162,0,-10.93,1,234425,Etiquette,141.919,trip hop,4,Nashville Parthenon,2006
0.33457736,Ec8or,217.23383,1.042,0.50407567,10,-9.493,0,505301,Ec8or,95.596,hardcore techno,4,Cocain Ducks,1995
0.479308459,The New York Dolls,344.05832,0.068,0.717670525,11,-9.253,1,74655,Too Much Too Soon,154.953,glam rock,1,Human Being,1974
0.427914247,Eliane Elias,251.42812,0.071,0.669726188,7,-12.009,1,322532,Bossa Nova Stories,86.091,brazilian jazz,5,The More I See You,2009
0.412240601,Lost Boyz,269.7922,0.218,0.569741152,7,-11.043,1,14592,Love_ Peace & Nappiness,90.218,gangster rap,4,Certain Things We Do,1997
0.40439264,The Germs,206.05342,0,0.640048357,11,-11.506,0,515081,Germicide,133.144,rock,1,Forming,1977
0.383475745,Yamandu Costa,190.04036,0,0.397772876,2,-14.179,1,765750,MafuA!,205.317,brazilian jazz,4,MafuA!,0
0.500691341,Chris Rea,241.162,0.549,0.643182773,9,-8.531,1,17220,The Road To Hell Part 2,180.149,soft rock,4,Driving Home For Christmas,1986
0.338414819,Perrey And Kingsley,122.64444,0.99,0.411421048,0,-8.541,0,617077,Vanguard Visionaries,102.538,easy listening,4,Spooks In Space,1966
0.523699078,Eurythmics,207.0722,2.583,0.75100762,0,-6.629,1,278999,Be Yourself Tonight,84.164,dance rock,4,Tous Les GarASSons Et Les Filles,1985
0.383524247,Francis Dunnery,300.79955,0,0.54858513,7,-13.33,1,19601,Hometown 2001,124.175,singer-songwriter,4,Too Much Saturn,1995
0.481655862,John Cale,228.46649,0,0.749317801,7,-12.412,1,38599,Eat / Kiss: Music For The Films By Andy Warhol,137.004,experimental rock,1,Movement 4 [from Kiss] (Album Version),1997
0.380704536,Suzanne Ciani,239.59465,0.311,0.631946666,7,-21.552,1,619882,The Ultimate Most Relaxing New Age Piano in the Universe,106.33,meditation,4,Stream,0
0.396855869,Vickie Winans,228.93669,0.338,0.653937821,11,-8.686,0,618615,Classic Gold: Best of All,107.961,ccm,4,Make Me Over,0
0.45755391,The Berzerker,165.61587,2.171,0.668370612,1,-6.222,1,681639,The Berzerker,174.287,speedcore,3,Deform (live),2000
0.788805935,Kings Of Leon,187.92444,0.328,0.845768866,0,-5.907,1,449471,Holy Roller Novocaine,116.823,southern rock,4,Wicker Chair,2003
0.30004649,Edith Lefel,276.50567,0.299,0.407455644,0,-4.638,1,321356,Jeux de dames_ vol. 1 (rA(c)alisation Ronald Rubinel),101.972,zouk,4,An ti chans',0
0.189314878,Taras,200.25424,0,0.460171324,11,-5.884,0,530141,I Will Love Again,127.97,trance,4,I Will Love Again (JJ's Club Radio),0
0.554291489,NOFX,144.50893,0.237,0.778816717,4,-7.787,0,104765,White Trash ......,152.622,punk,4,Stickin In My Eye,1992
0.26803784,Murskahumppa,285.17832,0,0.435889847,7,-8.488,1,695158,Murskapunkkia,110.787,suomi rock,3,Ota kiinni,0
0.466826993,Soda Stereo,246.69995,0.322,0.711165787,7,-9.603,1,509770,CanciA3n Animal,112.903,rock,4,Entre CanAbales,1990
0.30045446,Bruce Rowland,84.03546,0.328,0.443162398,7,-26.266,1,223779,The Man from Snowy River,115.642,easy listening,4,Rosemary Recalls,1985
0.266275286,Xcultures,273.52771,2.177,0.400433514,1,-6.305,1,466577,One World One People,125.013,gabba,4,Sudanese Dance,2000
0.337507289,White Heart,298.84036,19.093,0.477364753,5,-9.998,1,148547,Tales Of Wonder,113.277,ccm,4,Where The Thunder Roars (Tales Of Wonder Album Version),0
0.36366811,Heavy D / McGruff,161.38404,0.165,0.617870116,5,-9.161,0,423012,Waterbed Hev,96.979,pop rap,4,Wanna Be A Player,1997
0.579988982,Van Halen,209.29261,0,0.744641246,8,-4.865,1,7133,The Best Of Both Worlds,140.995,heavy metal,1,Panama (Remastered Album Version),0
1.005941966,Black Eyed Peas,229.61587,0,0.845601887,11,-4.882,0,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,105.206,hip hop,4,Let's Get It Started,2004
0.598458501,Nine Inch Nails,426.89261,0.286,0.905776889,0,-12.951,0,15567,Things Falling Apart,63.017,industrial metal,4,Metal,2000
0.479407676,Nick Cave & The Bad Seeds,269.26975,3.889,0.694021648,9,-11.751,0,413222,Your Funeral... My Trial (2009 Digital Remaster),144.603,rock,4,She Fell Away (2009 Digital Remaster),0
0.139247394,Nadine Renee,249.41669,0.647,0.408389022,2,-6.693,1,80578,Oasis of Love,167.92,freestyle,4,Next Time,0
0.389100776,Lesley Gore,136.48934,0.229,0.606925359,9,-9.091,1,26902,60's Triple set,129.122,brill building pop,1,It's My Party,1963
0.322485106,Smartbomb,233.27302,0.386,0.562463784,0,-2.658,1,633532,Yeah.  Well_ Anyway....,132.022,melodic hardcore,4,Complicate It,2001
0.335651839,Suburbs,187.24526,0.107,0.481004583,1,-4.42,1,435830,Un Titre de Toune,183.92,british pop,1,Monde De Fou,2005
0.453391186,Emperor,72.61995,0,0.742963152,9,-11.051,0,495734,Live Inferno,89.867,heavy metal,4,Opus a Satana (Part 2),0
0.364384925,Julien Clerc,272.63955,2.775,0.58547954,2,-9.97,1,664484,Vendredi 13 - 1981,119.896,chanson,5,This Melody (Live),0
0.481024239,Glen Campbell,142.75873,0.218,0.67159627,1,-11.335,0,112851,Unconditional Love,137.29,country rock,4,I'm Gone This Time,0
0.343281882,T.G. Sheppard,194.11546,0.089,0.449323615,5,-15.581,1,200689,The Very Best Of,82.343,country rock,1,You Feel Good All Over,2002
0.386669092,Slim Whitman,195.91791,0.165,0.51644378,3,-11.98,1,682725,Country Lovers. Vol. 3,91.487,folk-pop,4,Indian Love Call,1990
0.538070295,Savage Garden,118.33424,0,0.728209707,9,-11.215,0,287804,Affirmation,84.69,easy listening,5,You Can Still Be Free,1999
0.552413346,Queens Of The Stone Age,288.41751,0.113,0.798645179,2,-8.165,1,220917,Lullabies To Paralyze,115.606,stoner metal,4,I Never Came,2005
0.347598889,Hank Penny & The Lincoln Penny Orchestra,123.21914,1.001,0.445854631,7,-12.69,0,629785,It's War Again,126.523,western swing,1,Dixie,0
0.398547535,Inspiral Carpets,283.76771,0,0.605109702,2,-8.7,1,11305,The Singles,113.677,indie rock,4,Commercial Reign,1990
0.421415103,Borialis,239.3073,0.182,0.454043995,2,-5.758,1,4967,What You Thought You Heard,86.938,rap rock,4,Hourglass,0
0.404182207,The Dirty Skirts,206.75873,0.096,0.543516131,0,-4.907,1,325335,Daddy Don't Disco,141.936,indie rock,4,Wake,0
0.313569343,Flor Silvestre,134.81751,0,0.42054585,11,-8.133,1,82932,15 Exitos Vol. 2 Flor Silvestre,106.049,ranchera,1,Caricia Y Herida,0
0.148985481,BA(c)zu,285.64853,0.397,0.373850623,8,-9.093,1,401583,"Le top du pA""re NAPel",126.88,chanson,4,Le tortillard,0
0.493566843,Redman,124.18567,0,0.743129776,1,-10.296,0,8552,Malpractice,85.008,hip hop,5,WKYA (drop),2001
0.31781096,Solistiyhtye Suomi,134.08608,4.441,0.13818761,4,-12.839,0,217058,20 Suosikkia / Rilluttele yAP,133.699,german pop,1,TerA$?slintu,0
0.331090126,Eddie Cantor,155.61098,0.154,0.416141023,11,-13.71,1,489673,The Fabulous Eddie Cantor,118.975,easy listening,1,Now's The Time To Fall In Love,0
0.349192218,Schizoid,275.40853,0,0.495559652,9,-2.119,1,475992,Grim Prospects Remixes - Grim Prospects Will Never End,102.408,breakcore,4,Grim Prospects (Gross Prospects - Bad Trip Remix),0
0.316354001,Kai Winding,223.4771,0.291,0.430538907,0,-14.438,1,495041,The Incredible Kai Winding Trombones,112.006,hard bop,4,Mangos,1961
0.317833879,Sonny Simmons,443.24526,0.23,0.428375417,1,-13.002,1,225610,Staying on the Watch,45.527,free jazz,4,A Distant Voice,0
0.345751247,Mira,177.81506,0.554,0.545110951,4,-12.004,1,473710,Openbare Weg,85.621,shoegaze,4,Openbare Weg,2006
0.277561738,Citizen Kaned,385.33179,3.048,0.483339422,8,-8.37,0,710902,Tip World Singles 2000,108.061,chill-out,4,President Johnson,2000
0.432011947,The Brooklyn Tabernacle Choir,324.44036,0,0.559278494,7,-11.829,1,341940,Praise Him...Live!,216.195,gospel,5,Lead Me Lord,1995
0.325148571,Ellen McIlwaine,275.12118,0.34,0.438887475,7,-6.29,1,766444,Spontanous Combustion,132.428,blues-rock,4,Spontanous Combustion,0
0.414892612,Vince Guaraldi / Bola Sete,294.66077,0.864,0.57810363,5,-15.761,0,432406,From All Sides,168.307,latin jazz,4,Choro,0
0.391585329,Maurice Chevalier,193.20118,0.497,0.502453177,0,-27.433,1,546663,Maurice Chevalier  The Essential Collection Vol 1,140.956,chanson,7,Ma Louise,0
0.384184259,Carl Cox Vs Yousef,357.82485,0.131,0.541975108,1,-5.701,1,548374,Dave Pearce Best of the Dance Years 1988 - 1992,130.016,tech house,5,I Want You (Forever),1991
0.412671631,Organized Konfusion,198.3473,0.201,0.683719468,11,-8.709,0,704183,The Equinox,175.769,hip hop,4,Hate,1997
0.628246419,Martina McBride,261.95546,0,0.614870934,7,-13.627,1,307618,Timeless,100.194,country,3,I Can't Stop Loving You,2005
0.374271174,Horace Andy,176.27383,0.183,0.626436382,2,-11.479,1,784530,Feel Good All Over: Anthology 1970-1976,151.911,roots reggae,4,Thank You Lord,1985
0.384146444,Nazz,220.89098,0,0.494681417,9,-6.302,1,534470,13th And Pine,119.691,freakbeat,4,How Can You Call That Beautiful (Stewkey Vocal),0
0.393215104,Tyrone Davis,235.91138,0.322,0.543866303,10,-10.466,1,599659,Call Tyrone,161.976,chicago soul,4,Cheatin' In The Next Room,0
0.405178359,Hot Tuna,239.59465,0.31,0.567278871,0,-9.275,1,372122,Final Vinyl,172.398,blues-rock,1,Candy Man,1971
0.28404741,Richard Burton,171.49342,0.085,0.432386477,2,-37.398,1,577023,Fifteen Poems By Dylan Thomas,109.823,jazz fusion,3,I See The Boys Of Summer,0
0.343185045,Rory Block,266.05669,0.23,0.513829587,1,-13.836,1,572855,The Early Tapes 1975-1976,90.101,delta blues,1,Three Is a Crowd,0
0.601184942,Boyz II Men,329.27302,0.45,0.790922848,8,-7.103,1,523481,Legacy,116.473,new jack swing,4,On Bended Knee,1994
0,Howard Armstrong,198.922,0.228,0.454668191,9,-13.495,0,219943,Louie Bluie Film Soundtrack,126.821,piedmont blues,4,My Four Reasons,0
0.422472423,Donny Hathaway,283.21914,0.258,0.657406765,2,-15.144,1,266932,Donny Hathaway,111.191,jazz funk,3,Little Girl (LP Version),1971
0.335101425,Miguel Gallardo,238.68036,0.386,0.45871209,5,-12.991,1,514801,Canciones De Amor De Miguel Gallardo,125.508,male vocalist,4,Eternamente Amame,0
0.437964733,Les Ogres De Barback,254.06649,0.43,0.652367864,4,-6.01,0,421962,Irfan_ le hA(c)ros,137.888,chanson,1,Niev nietch nievitch,1999
0.281284216,DJ X-Change featuring DJ Joey A,184.31955,0.798,0.342440144,6,-5.58,0,502384,What up Detroit,150.012,ghetto tech,4,Come Over,0
0.33406579,Morel,311.40526,0,0.49825931,10,-4.313,1,254792,Peterbilt Angel,108.367,dance pop,4,Blue Taxi,0
0.403509673,Tony Joe White,162.53342,0.524,0.624723768,2,-17.285,1,138320,Homemade Ice-Cream,173.482,country rock,4,I Want Love (Tween You & Me) (Album Version),0
0.566971566,Wolfmother,212.37506,0.868,0.79225559,4,-5.931,0,722546,White Feather,110.745,stoner metal,4,White Feather,2009
0.372251208,The Roches,338.33751,0,0.573605491,2,-14.248,0,46647,Can We Go Home Now,130.027,singer-songwriter,4,Christlike Roche,1995
0.326848818,Bob Margolin,126.51057,0,0.555985053,11,-12.651,1,547104,In North Carolina,110.168,blues-rock,4,You Rascal You,0
0,Thomas Battenstein,205.58322,0.612,0.42562724,9,-16.056,0,683402,Wintertime,97.976,guitar,3,Sympathy,0
0.363177861,Jupiter Rising,193.4624,2.717,0.662649695,0,-5.913,0,128198,Electropop,119.979,pop rap,4,They Say (Album),2007
0.345809443,Dharma Bums,127.4771,2.148,0.491921881,6,-5.541,1,818344,DUMB: 4-track cassette recordings (1987),156.968,progressive house,1,Simon's Folly,0
0.318902078,Saafir,234.762,0.101,0.594779904,5,-6.019,1,762520,The Hit List,188.886,hip hop,4,Crawl Before You Ball (Album Version),1999
0.498395338,The Verve Pipe,292.8322,3.344,0.70334944,9,-4.953,1,293668,Underneath,133.306,post-grunge,4,Medicate Myself,2001
0.301502462,Bob Neuwirth,241.10975,2.659,0.434272038,4,-18.114,1,117983,99 Monkeys,152.267,singer-songwriter,3,Biding Her Time,1990
0.459665457,Marvin Sapp,270.68036,0.334,0.733714697,1,-11.061,1,6949,Nothing Else Matters,166.275,gospel,4,More And More  (LP Version),0
0.431526919,James Hunter,188.73424,0,0.625443262,2,-7.04,1,735425,A Tribute to The American Horse,114.971,blue-eyed soul,4,Cowboy Ways,0
0.32188269,Nelson Ned,211.80036,0.175,0.498663649,9,-15.358,0,158078,Mis Momentos,144.651,latin jazz,4,Brasas Vivas,0
0.351210537,Mish Mash,254.32771,0,0.505644262,2,-11.213,1,199953,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,152.005,vocal house,1,Kolomeyke,0
0.273453727,Cama,210.36363,0.364,0.406187449,1,-5.904,0,329135,In this Life,155.074,los angeles,1,In This Life,2009
0.446890727,Maxi Priest,301.81832,2.566,0.661001337,10,-8.095,0,276924,Best Of Maxi Priest,61.971,lovers rock,1,Groovin' In The Midnight,1991
0.507965802,Porcupine Tree,416.80934,0,0.830252262,6,-7.982,0,193554,Signify (Special Edition),124.04,experimental rock,5,Waiting,1997
0.424931835,Ragheb Alama,413.36118,0,0.554226467,7,-8.804,0,409813,Bravo Alayki Rare recording,191.196,arabesque,4,A'chek Ouyounik (2009 Digital Remaster),0
0.550762085,Foo Fighters,117.002,0,0.839275393,7,-5.699,1,440990,In Your Honor,152.127,grunge,4,Hell,2005
0.682263177,Shakira Featuring Wyclef Jean,217.36444,0.224,0.833178561,10,-5.152,0,302176,Essential R&B Hit Selection,100.023,dance pop,4,Hips Don't Lie (featuring Wyclef Jean),0
0.42251494,The Avengers,122.72281,4.418,0.574973901,10,-9.965,1,124344,20 Suosikkia / Rautalankaklassikot / Kolme kitaraa,192.688,rock,4,Juoksuhauta-twist (ElA$?mA$? juoksuhaudoissa),0
0.383877494,Robben Ford,203.98975,0.161,0.604820432,11,-11.976,0,762519,Talk To Your Daughter,154.322,blues-rock,4,I Got Over It (Album Version),1988
0.339408486,Brazilian Tropical Orchestra,192.44363,0.485,0.378013152,5,-10.229,1,177029,American Songbook - Bacharach,236.006,bossa nova,4,One Less Bell To Answer,0
0.382869956,Gil Semedo,285.36118,0,0.441593442,11,-6.284,1,517150,Nha VitA3ria,150.666,zouk,5,Festa,0
0.466826993,Soda Stereo,225.12281,0,0.711165787,11,-3.818,0,512234,Gira Me VerA!s Volver,175.421,rock,1,Te Hacen Falta Vitaminas,1984
0.32138373,Xmilk,123.66322,0,0.4621406,9,-4.633,0,517488,Scarcity,104.153,thrash core,4,Sense And Trick,0
0.3370893,Dolce; Oscar G.,525.16526,0.148,0.471577282,11,-5.602,0,776019,Fire,127.278,folk-pop,4,Fire (Oscar G Space Vocal Mix),0
0.544446277,Britt Nicole,204.06812,0.415,0.669500125,6,-5.157,1,696947,Hanging On (Premiere Performance Plus Track),160.165,ccm,4,Hanging On (Medium Key Performance Track Without Background Vocals),0
0.349192218,Schizoid,166.00771,0,0.495559652,5,-1.925,1,477268,Grim Prospects Remixes - Prospects Are Getting Grimmer,86.091,breakcore,3,Grim Prospects (Version 2 Remix),0
0.555968804,Toni Braxton Featuring Shaggy,219.01016,0.235,0.737972528,0,-5.21,1,281713,Snowflakes,149.94,dance pop,4,Christmas In Jamaica,2001
0.350327605,Perrey And Kingsley,127.9473,0.165,0.530605798,0,-12.717,1,492999,The Out Sound From Way In!,135.78,easy listening,4,Gossippo Perpetuo,2001
0.306603641,Sven Tasnadi,570.90567,0.15,0.480047819,7,-12.28,1,120640,El Fuego De Dentro,122.967,tech house,4,2190 Dias Contigo,0
0.362238747,Eddie,230.00771,0,0.622684167,9,-9.748,1,789426,No Control,142.024,frevo,4,No Control,0
0.395709548,Enthroned,240.74404,0,0.593416049,2,-4.878,0,785362,Pentagrammaton,135.535,black metal,7,The Vitalized Shell,2010
0.380704536,Suzanne Ciani,192.20853,0.357,0.631946666,2,-23.988,1,298921,Pianissimo,139.189,meditation,3,Mozart,1989
0,Milan Band,152.0322,0.479,0.20107756,8,-9.414,1,162273,Milan Milan,128.598,serialism,5,Ciao Milan,0
0.409134869,Johnny Osbourne,215.30077,0.588,0.618765786,3,-9.741,0,605167,Auralux Reggae Showcase,163.445,roots reggae,4,Lend Me Your Chopper,2004
0.603876487,Dolly Parton,155.21914,0,0.707335681,7,-11.965,0,474726,Heaven,114.027,bluegrass,3,Letter To Heaven,1971
0.31401179,Rance Allen Group,207.12444,0.352,0.488008882,7,-12.779,1,364642,Up Above My Head,111.316,jazz funk,1,Heaven is Where The Heart Is,0
0.60797181,Pearl Jam,428.56444,4.267,0.81444811,4,-8.403,0,307651,Pearl Jam,105.994,grunge,3,Inside Job,2006
0.507781667,Natalie Cole,185.7824,3.059,0.69044755,8,-13.251,1,614890,Take A Look,88.489,vocal jazz,1,Take A Look  (LP Version),0
0.574274731,Mastodon,654.28853,3.048,0.780461749,7,-5.884,0,538734,Crack The Skye,118.433,alternative metal,4,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),2009
0.433945514,Kiril Valeri,306.72934,0,0.605874049,11,-6.929,1,767591,Behind The Blue,96.007,flamenco,4,Bulgarian Dream,0
0.246340714,Word,229.51138,3.233,0.638880206,9,-4.198,1,554760,Matumago X Press,187.807,blues-rock,4,Amalgama,0
0.413393911,DJ Quik,205.58322,0,0.712098902,7,-6.998,0,528941,The Best of DJ Quik - Da Finale,181.115,gangster rap,4,Born and Raised In Compton,1991
0.379436972,Hank Locklin,127.05914,0.322,0.635757022,2,-12.772,1,293622,RCA Country Legends,148.357,honky tonk,4,We're Gonna Go Fishin',0
0.512226738,BT,44.35546,0,0.786427083,1,-18.147,0,472444,LOOK (Original Motion Picture Soundtrack),136.164,electronica,4,Robbers Kill Cop,0
0.426944256,2-4 Grooves feat. Reki D.,203.83302,2.067,0.622829997,4,-7.661,0,763206,Relax,126.941,vocal house,4,Relax,2009
0.283562596,The Jordanaires,176.50893,0.497,0.382308283,5,-17.308,1,239244,Joy In Our Hearts - The Gospel Side Of The Jordanaires,159.582,country gospel,3,Sweet By And By,0
0.476559379,Descendents,140.66893,0.078,0.727230316,6,-28.347,0,329967,Enjoy!,89.495,hardcore punk,4,Orgofart,1986
0.456940558,L.A. Guns,201.09016,0,0.665728336,5,-2.869,0,71267,A Nite On The Strip - Live,102.259,heavy metal,3,Bitch Is Back,1988
0.360583582,Bare Jr.,254.79791,0,0.53938059,10,-7.309,1,282150,Boo-Tay,107.529,post-grunge,3,Naked Albino,1998
0.370194701,Shelley Fabares,143.0722,0.32,0.075124762,0,-15.351,1,46723,The Best Of Shelley Fabares [Digital Version],99.408,brill building pop,4,Johnny Loves Me (LP Version),0
0.250601286,Norrie Paramor,163.49995,2.171,0.312415123,9,-25.694,1,575880,In London_ In Love,79.731,easy listening,4,Dearly Beloved,0
0.389765518,Gary Hobbs,289.64526,0,0.524700041,0,-9.435,1,539974,Of My Times,188.502,tejano,1,The Look Of Love,0
0.376688631,Diesel Boy,124.15955,0.38,0.567814264,11,-4.793,1,558289,Venus Envy,133.729,pop rock,1,Cooler Than You,1998
0.399451724,Angelo Badalamenti,167.3922,0.131,0.698770478,4,-17.623,0,275722,Freddy's Favorites: The Best of A Nightmare On Elm Street,139.136,chill-out,4,Taryns Deepest Fear,0
0.572583336,Cradle Of Filth,321.35791,0,0.784820389,2,-6.2,0,179267,Bitter Suites to Succubi,193.693,sympho black metal,4,Summer Dying Fast,1994
0.361509802,Jim Chappell,263.94077,0.429,0.520204911,0,-19.821,1,517634,Manila Nights,76.693,chamber jazz,4,Still,0
0.220050765,Ladybug,341.36771,0,0.479695608,10,-9.632,1,686750,Snapshot,126.95,dancehall,4,Snapshot,0
0.327858925,Bandido,333.13914,0,0.463087254,6,-5.671,1,766687,End Of The Road - Single,144.812,hard house,1,End Of The Road (Head Hornys Remix),0
